title,Price,Mileage(miles),Registration_Year,Previous Owners,Fuel type,Body type,Engine,Gearbox,Doors,Seats,Emission Class,Service history,country
MG ZT,15500,6,2004,4.0,Petrol,Saloon,1.8,Manual,4.0,5.0,Euro 3,Unknown,United Kingdom
BMW X3,5595,96541,2009,1.0,Diesel,SUV,2.0,Automatic,5.0,5.0,Euro 5,Unknown,Germany
NISSAN JUKE,13998,20194,2020,2.8075571177504393,Petrol,SUV,1.0,Manual,5.0,5.0,Euro 6,Unknown,Japan
BMW X1,10500,82000,2014,2.8075571177504393,Diesel,SUV,2.0,Automatic,5.0,5.0,Euro 5,Unknown,Germany
KIA SPORTAGE,6895,82000,2013,3.0,Diesel,SUV,1.7,Manual,5.0,5.0,Euro 5,Unknown,South Korea
TOYOTA YARIS,2895,98172,2008,3.0,Petrol,Hatchback,1.3,Manual,5.0,5.0,Euro 4,Unknown,Japan
VOLKSWAGEN PASSAT,6995,140735,2015,2.0,Diesel,Estate,2.0,Manual,5.0,5.0,Euro 6,Unknown,Germany
VAUXHALL CORSA,3695,84000,2013,3.0,Petrol,Hatchback,1.2,Manual,5.0,5.0,Euro 5,Unknown,United Kingdom
BMW X6,16000,63000,2014,2.8075571177504393,Diesel,SUV,3.0,Automatic,5.0,4.0,Euro 5,Unknown,Germany
SUBARU IMPREZA,2395,130100,2001,5.0,Petrol,Saloon,2.0,Manual,4.0,5.0,Euro 2,Unknown,Japan
FORD FOCUS,10970,91000,2019,1.0,Petrol,Hatchback,1.5,Manual,5.0,5.0,Euro 6,full,United States
TOYOTA YARIS,2995,81224,2006,2.8075571177504393,Petrol,Hatchback,1.0,Manual,3.0,5.0,Euro 4,Unknown,Japan
BMW 2 SERIES,13444,78000,2014,2.8075571177504393,Diesel,Coupe,2.0,Automatic,2.0,4.0,Euro 6,Unknown,Germany
FORD FIESTA,4950,71898,2014,2.0,Petrol,Hatchback,1.0,Manual,3.0,5.0,Euro 5,Unknown,United States
VOLKSWAGEN POLO,2995,68000,2008,5.0,Petrol,Hatchback,1.2,Manual,3.0,5.0,Euro 4,Unknown,Germany
VOLKSWAGEN TOURAN,4000,144000,2012,3.0,Diesel,MPV,1.6,Manual,5.0,7.0,Euro 5,Unknown,Germany
BMW 3 SERIES,11750,94000,2015,2.8075571177504393,Diesel,Saloon,2.0,Manual,4.0,5.0,Euro 6,Unknown,Germany
KIA RIO,6995,84000,2017,2.0,Diesel,Hatchback,1.4,Manual,5.0,5.0,Euro 6,Unknown,South Korea
MINI HATCH,4995,106289,2011,1.0,Petrol,Hatchback,1.6,Manual,3.0,4.0,Euro 5,Unknown,United Kingdom
FORD FIESTA,3495,77900,2009,7.0,Diesel,Hatchback,1.4,Manual,5.0,5.0,Euro 4,Unknown,United States
VAUXHALL VECTRA,2250,52200,2007,2.8075571177504393,Petrol,Hatchback,1.8,Manual,5.0,5.0,Euro 4,Unknown,United Kingdom
TOYOTA YARIS,2995,81224,2006,2.8075571177504393,Petrol,Hatchback,1.0,Manual,3.0,5.0,Euro 4,Unknown,Japan
TOYOTA IQ,3495,85489,2009,2.8075571177504393,Petrol,Hatchback,1.3,Manual,3.0,4.0,Euro 4,Unknown,Japan
HONDA JAZZ,5395,50213,2011,2.0,Petrol,Hatchback,1.3,Manual,5.0,5.0,Euro 5,Unknown,Japan
VAUXHALL CORSA,1995,69400,2006,2.8075571177504393,Petrol,Hatchback,1.2,Manual,3.0,5.0,Euro 4,Unknown,United Kingdom
PEUGEOT 2008,5995,46107,2014,2.8075571177504393,Diesel,SUV,1.4,Manual,5.0,5.0,Euro 5,Unknown,France
TOYOTA YARIS,2995,81224,2006,2.8075571177504393,Petrol,Hatchback,1.0,Manual,3.0,5.0,Euro 4,Unknown,Japan
PEUGEOT 3008,17990,9669,2019,1.0,Diesel,SUV,1.5,Manual,5.0,5.0,Euro 6,Unknown,France
MERCEDES-BENZ SLK,3295,93000,2007,5.0,Petrol,Convertible,1.8,Automatic,2.0,2.0,Euro 4,Unknown,Germany
VOLKSWAGEN POLO HATCHBACK,8175,60800,2015,2.0,Petrol,Hatchback,1.0,Manual,5.0,5.0,Euro 6,full,Germany
ABARTH FIAT 595 1.4 TJET (165PS) SCORPIONEORO,17000,17670,2020,1.0,Petrol,Hatchback,1.4,Manual,3.0,4.0,Euro 6,Unknown,Italy
CITROEN C3,8290,60000,2017,2.8075571177504393,Diesel,Hatchback,1.6,Manual,5.0,5.0,Euro 6,Unknown,France
FORD C-MAX,3895,104000,2013,2.8075571177504393,Diesel,MPV,1.6,Manual,5.0,5.0,Euro 5,Unknown,United States
VOLVO V70,795,274100,2004,6.0,Petrol,Estate,2.4,Automatic,5.0,5.0,Euro 3,Unknown,Sweden
TOYOTA IQ,3495,85489,2009,2.8075571177504393,Petrol,Hatchback,1.3,Manual,3.0,4.0,Euro 4,Unknown,Japan
VAUXHALL CORSA,2995,47988,2009,2.8075571177504393,Petrol,Hatchback,1.2,Manual,3.0,5.0,Euro 4,Unknown,United Kingdom
BMW X1,7495,67000,2010,3.0,Diesel,SUV,2.0,Automatic,5.0,5.0,Euro 5,full,Germany
NISSAN MICRA,3150,43500,2015,2.8075571177504393,Petrol,Hatchback,1.2,Manual,5.0,5.0,Euro 5,Unknown,Japan
FORD FOCUS,6990,47000,2012,2.8075571177504393,Petrol,Hatchback,1.0,Manual,5.0,5.0,Euro 5,Unknown,United States
FORD FOCUS,3995,102000,2013,2.0,Diesel,Estate,1.6,Manual,5.0,5.0,Euro 5,Unknown,United States
NISSAN MICRA,1695,96000,2005,3.0,Petrol,Hatchback,1.2,Manual,3.0,5.0,Euro 4,Unknown,Japan
JAGUAR XE,11995,72000,2016,2.8075571177504393,Petrol,Saloon,2.0,Automatic,4.0,5.0,Euro 6,Unknown,United Kingdom
VAUXHALL INSIGNIA,7637,84800,2016,2.8075571177504393,Diesel,Hatchback,2.0,Manual,5.0,5.0,Euro 6,Unknown,United Kingdom
MINI HATCH COOPER,7490,82250,2014,2.8075571177504393,Petrol,Hatchback,1.5,Manual,3.0,4.0,Euro 6,full,United Kingdom
DACIA SANDERO STEPWAY,5495,48000,2016,2.8075571177504393,Petrol,Hatchback,0.9,Manual,5.0,5.0,Euro 6,Unknown,Romania
SEAT LEON,7295,51733,2014,3.0,Diesel,Hatchback,1.6,Manual,5.0,5.0,Euro 5,Unknown,Spain
VAUXHALL VECTRA,2250,52200,2007,2.8075571177504393,Petrol,Hatchback,1.8,Manual,5.0,5.0,Euro 4,Unknown,United Kingdom
VAUXHALL CORSA,2995,47988,2009,2.8075571177504393,Petrol,Hatchback,1.2,Manual,3.0,5.0,Euro 4,Unknown,United Kingdom
VAUXHALL ADAM,4990,67000,2014,2.8075571177504393,Petrol,Hatchback,1.4,Manual,3.0,4.0,Euro 5,Unknown,United Kingdom
MERCEDES-BENZ E CLASS,9949,74854,2014,2.8075571177504393,Diesel,Saloon,2.1,Automatic,4.0,5.0,Euro 5,Unknown,Germany
JAGUAR X-TYPE,1650,102000,2008,3.0,Diesel,Saloon,2.0,Manual,4.0,5.0,Euro 4,Unknown,United Kingdom
TOYOTA AURIS,3500,67995,2008,2.0,Petrol,Hatchback,1.4,Manual,5.0,5.0,Euro 4,Unknown,Japan
FORD FIESTA,5234,56883,2011,3.0,Diesel,Hatchback,1.6,Manual,3.0,5.0,Euro 5,Unknown,United States
BMW 1 SERIES,8099,58214,2014,2.8075571177504393,Petrol,Hatchback,1.6,Manual,5.0,5.0,Euro 6,Unknown,Germany
TOYOTA YARIS,2395,92000,2006,2.8075571177504393,Petrol,Hatchback,1.0,Manual,5.0,5.0,Euro 4,Unknown,Japan
FORD FOCUS,10195,60650,2019,1.0,Petrol,Hatchback,1.0,Manual,5.0,5.0,Euro 6,Unknown,United States
NISSAN MICRA,8079,55390,2017,2.8075571177504393,Petrol,Hatchback,1.0,Manual,5.0,5.0,Euro 6,Unknown,Japan
VAUXHALL ASTRA GTC,3295,116000,2014,2.0,Diesel,Coupe,2.0,Manual,3.0,5.0,Euro 5,Unknown,United Kingdom
VAUXHALL VECTRA,2250,52200,2007,2.8075571177504393,Petrol,Hatchback,1.8,Manual,5.0,5.0,Euro 4,Unknown,United Kingdom
TOYOTA IQ,3495,85489,2009,2.8075571177504393,Petrol,Hatchback,1.3,Manual,3.0,4.0,Euro 4,Unknown,Japan
VAUXHALL ADAM,4990,67000,2014,2.8075571177504393,Petrol,Hatchback,1.4,Manual,3.0,4.0,Euro 5,Unknown,United Kingdom
BMW 1 SERIES,14695,54000,2019,1.0,Diesel,Hatchback,1.5,Manual,5.0,5.0,Euro 6,Unknown,Germany
HYUNDAI IX35,6490,93000,2014,3.0,Diesel,SUV,1.7,Manual,5.0,5.0,Euro 5,Unknown,South Korea
VOLVO V60,8495,72000,2014,2.8075571177504393,Diesel,Estate,1.6,Manual,5.0,5.0,Euro 5,Unknown,Sweden
BMW 4 SERIES GRAN COUPE,12950,77600,2014,4.0,Diesel,Hatchback,2.0,Manual,5.0,5.0,Euro 6,Unknown,Germany
KIA STONIC,18750,12875,2022,2.8075571177504393,Petrol Hybrid,SUV,1.0,Manual,5.0,5.0,Euro 6,Unknown,South Korea
TOYOTA VERSO,5395,60582,2012,2.8075571177504393,Diesel,MPV,2.0,Manual,5.0,7.0,Euro 5,Unknown,Japan
BMW 1 SERIES,5500,118000,2010,4.0,Diesel,Hatchback,2.0,Manual,5.0,5.0,Euro 5,full,Germany
SUZUKI ALTO,2495,83000,2014,1.0,Petrol,Hatchback,1.0,Manual,5.0,4.0,Euro 5,Unknown,Japan
LAND ROVER FREELANDER 2,2875,143000,2007,5.0,Diesel,SUV,2.2,Manual,5.0,5.0,Euro 4,Unknown,United Kingdom
AUDI A6,10995,72894,2012,2.0,Diesel,Saloon,3.0,Automatic,4.0,5.0,Euro 5,Unknown,Germany
FORD FIESTA,2490,42800,2007,2.8075571177504393,Petrol,Hatchback,1.2,Manual,3.0,5.0,Euro 4,Unknown,United States
VAUXHALL ADAM,4990,67000,2014,2.8075571177504393,Petrol,Hatchback,1.4,Manual,3.0,4.0,Euro 5,Unknown,United Kingdom
AUDI A4,7990,80000,2012,2.8075571177504393,Petrol,Saloon,1.8,Manual,4.0,5.0,Euro 5,Unknown,Germany
SKODA FABIA,2499,79972,2006,1.0,Petrol,Hatchback,1.2,Manual,5.0,5.0,Euro 4,Unknown,Czech Republic
TOYOTA YARIS,3550,95200,2006,5.0,Diesel,Hatchback,1.4,Automatic,5.0,5.0,Euro 4,Unknown,Japan
LAND ROVER FREELANDER 2,7547,122000,2012,3.0,Diesel,SUV,2.2,Automatic,5.0,5.0,Euro 5,full,United Kingdom
PEUGEOT RCZ,8990,46284,2014,2.8075571177504393,Petrol,Coupe,1.6,Automatic,2.0,4.0,Euro 5,Unknown,France
PEUGEOT 207,2950,59000,2012,2.0,Petrol,Hatchback,1.4,Manual,3.0,5.0,Euro 5,Unknown,France
MERCEDES-BENZ E CLASS,9490,32000,2011,2.8075571177504393,Diesel,Saloon,2.1,Automatic,4.0,5.0,Euro 5,full,Germany
KIA PROCEED,5995,77570,2014,4.0,Diesel,Hatchback,1.6,Manual,3.0,5.0,Euro 5,Unknown,South Korea
VAUXHALL ASTRA,4495,81222,2011,2.8075571177504393,Diesel,Hatchback,2.0,Automatic,5.0,5.0,Euro 5,Unknown,United Kingdom
VOLKSWAGEN SCIROCCO,5695,108582,2011,2.8075571177504393,Diesel,Hatchback,2.0,Manual,3.0,4.0,Euro 5,Unknown,Germany
FORD FOCUS,1499,113187,2008,2.0,Petrol,Hatchback,1.6,Manual,5.0,5.0,Euro 4,Unknown,United States
AUDI A4,7990,80000,2012,2.8075571177504393,Petrol,Saloon,1.8,Manual,4.0,5.0,Euro 5,Unknown,Germany
TOYOTA YARIS,2995,81224,2006,2.8075571177504393,Petrol,Hatchback,1.0,Manual,3.0,5.0,Euro 4,Unknown,Japan
SUZUKI ALTO,3995,45000,2014,2.0,Petrol,Hatchback,1.0,Manual,5.0,4.0,Euro 5,Unknown,Japan
TOYOTA YARIS,2395,85693,2008,2.8075571177504393,Petrol,Hatchback,1.0,Manual,3.0,5.0,Euro 4,Unknown,Japan
MERCEDES-BENZ C CLASS,8990,50000,2011,5.0,Diesel,Coupe,2.1,Automatic,2.0,4.0,Euro 5,Unknown,Germany
AUDI A6 AVANT,3290,139142,2007,5.0,Diesel,Estate,3.0,Automatic,5.0,5.0,Euro 4,Unknown,Germany
RENAULT CLIO,6495,53000,2014,2.8075571177504393,Diesel,Hatchback,1.5,Manual,5.0,5.0,Euro 5,Unknown,France
CHEVROLET SPARK,2495,85556,2011,2.8075571177504393,Petrol,Hatchback,1.2,Manual,5.0,5.0,Euro 5,Unknown,United States
HYUNDAI I30,6250,83650,2015,2.0,Petrol,Hatchback,1.4,Manual,5.0,5.0,Euro 6,Unknown,South Korea
BMW 3 SERIES,9800,67000,2011,5.0,Petrol,Saloon,2.0,Automatic,4.0,5.0,Euro 5,full,Germany
HONDA CIVIC,3695,113000,2009,4.0,Petrol,Hatchback,2.0,Manual,3.0,4.0,Euro 4,Unknown,Japan
DS AUTOMOBILES DS 7 CROSSBACK,14900,94000,2018,2.0,Diesel,SUV,2.0,Automatic,5.0,5.0,Euro 6,Unknown,France
SUBARU IMPREZA,2395,130100,2001,5.0,Petrol,Saloon,2.0,Manual,4.0,5.0,Euro 2,Unknown,Japan
VAUXHALL ADAM,4990,67000,2014,2.8075571177504393,Petrol,Hatchback,1.4,Manual,3.0,4.0,Euro 5,Unknown,United Kingdom
FORD FOCUS,10970,91000,2019,1.0,Petrol,Hatchback,1.5,Manual,5.0,5.0,Euro 6,full,United States
MERCEDES-BENZ A CLASS,10975,37334,2015,2.8075571177504393,Diesel,Hatchback,1.5,Manual,5.0,5.0,Euro 5,Unknown,Germany
FORD C-MAX,7390,46760,2014,2.8075571177504393,Diesel,MPV,1.6,Manual,5.0,5.0,Euro 5,Unknown,United States
FORD ECOSPORT,5990,96600,2016,2.0,Petrol,SUV,1.0,Manual,5.0,5.0,Euro 5,Unknown,United States
LAND ROVER RANGE ROVER SPORT,3999,132000,2007,2.8075571177504393,Diesel,SUV,2.7,Automatic,5.0,5.0,Euro 4,Unknown,United Kingdom
HYUNDAI GETZ,1895,75290,2006,2.8075571177504393,Petrol,Hatchback,1.4,Manual,3.0,5.0,Euro 4,Unknown,South Korea
FORD KA,3300,89390,2014,4.0,Petrol,Hatchback,1.2,Manual,3.0,4.0,Euro 5,Unknown,United States
VAUXHALL ASTRA,3950,90000,2013,4.0,Diesel,Estate,1.7,Manual,5.0,5.0,Euro 5,Unknown,United Kingdom
MERCEDES-BENZ A CLASS,8595,93000,2015,2.8075571177504393,Diesel,Hatchback,1.5,Manual,5.0,5.0,Euro 5,full,Germany
MINI HATCH,5195,46000,2010,2.8075571177504393,Petrol,Hatchback,1.6,Manual,3.0,4.0,Euro 5,full,United Kingdom
TOYOTA YARIS,6150,65414,2014,2.8075571177504393,Petrol,Hatchback,1.3,Manual,5.0,5.0,Euro 5,Unknown,Japan
PEUGEOT 407,995,144100,2007,4.0,Diesel,Saloon,2.0,Manual,4.0,5.0,Euro 4,Unknown,France
FORD FOCUS,10970,91000,2019,1.0,Petrol,Hatchback,1.5,Manual,5.0,5.0,Euro 6,full,United States
VAUXHALL ASTRA,2995,61038,2007,2.8075571177504393,Petrol,Hatchback,1.6,Manual,3.0,5.0,Euro 4,Unknown,United Kingdom
VAUXHALL MERIVA,4295,94000,2014,2.8075571177504393,Petrol,MPV,1.4,Manual,5.0,5.0,Euro 5,full,United Kingdom
FIAT 500,6970,49485,2017,2.8075571177504393,Petrol,Hatchback,1.2,Manual,3.0,4.0,Euro 6,Unknown,Italy
MAZDA MAZDA 2,6950,64818,2016,2.0,Petrol,Hatchback,1.5,Manual,5.0,5.0,Euro 6,Unknown,Japan
NISSAN JUKE,7470,58277,2014,2.0,Petrol,SUV,1.6,Manual,5.0,5.0,Euro 5,Unknown,Japan
MAZDA CX-5,7495,73000,2012,2.0,Diesel,SUV,2.2,Manual,5.0,5.0,Euro 6,Unknown,Japan
VOLKSWAGEN POLO,5950,71000,2013,2.0,Petrol,Hatchback,1.4,Manual,3.0,5.0,Euro 5,Unknown,Germany
PEUGEOT 2008,15990,40800,2021,1.0,Petrol,SUV,1.2,Manual,5.0,5.0,Euro 6,Unknown,France
FORD FOCUS,4670,74717,2012,5.0,Petrol,Hatchback,1.0,Manual,5.0,5.0,Euro 5,Unknown,United States
VOLKSWAGEN POLO,6750,54500,2012,2.0,Petrol,Hatchback,1.4,Manual,3.0,5.0,Euro 5,Unknown,Germany
VAUXHALL ASTRA,2500,136842,2014,1.0,Diesel,Estate,1.6,Manual,5.0,5.0,Euro 6,Unknown,United Kingdom
VAUXHALL ASTRA,2995,61038,2007,2.8075571177504393,Petrol,Hatchback,1.6,Manual,3.0,5.0,Euro 4,Unknown,United Kingdom
AUDI A4,7990,80000,2012,2.8075571177504393,Petrol,Saloon,1.8,Manual,4.0,5.0,Euro 5,Unknown,Germany
BMW X5,4450,135000,2004,1.0,Diesel,SUV,3.0,Automatic,5.0,5.0,Euro 4,Unknown,Germany
BMW 5 SERIES,9490,51000,2012,2.8075571177504393,Diesel,Saloon,2.0,Automatic,4.0,5.0,Euro 5,Unknown,Germany
FORD MONDEO,3995,83000,2011,2.8075571177504393,Petrol,Hatchback,2.0,Manual,5.0,5.0,Euro 5,full,United States
HYUNDAI I40,6495,87000,2013,5.0,Diesel,Estate,1.7,Automatic,5.0,5.0,Euro 5,Unknown,South Korea
LAND ROVER FREELANDER 2,7250,106000,2012,5.0,Diesel,SUV,2.2,Manual,5.0,5.0,Euro 5,Unknown,United Kingdom
FIAT PANDA,1700,94000,2009,3.0,Petrol,Hatchback,1.2,Manual,5.0,4.0,Euro 4,Unknown,Italy
AUDI A3,9850,90000,2014,2.0,Petrol,Hatchback,1.4,Manual,5.0,5.0,Euro 5,Unknown,Germany
VAUXHALL INSIGNIA,3995,119000,2015,2.8075571177504393,Diesel,Hatchback,2.0,Manual,5.0,5.0,Euro 5,full,United Kingdom
VOLKSWAGEN JETTA,7350,39488,2013,2.0,Diesel,Saloon,1.6,Manual,4.0,5.0,Euro 5,Unknown,Germany
BMW 4 SERIES,10495,70950,2013,2.8075571177504393,Diesel,Coupe,2.0,Automatic,2.0,4.0,Euro 6,full,Germany
RENAULT CLIO,1990,120863,2012,2.8075571177504393,Petrol,Hatchback,1.1,Manual,3.0,5.0,Euro 5,Unknown,France
AUDI A4,7990,80000,2012,2.8075571177504393,Petrol,Saloon,1.8,Manual,4.0,5.0,Euro 5,Unknown,Germany
VAUXHALL ASTRA,3195,28408,2005,2.8075571177504393,Petrol,Hatchback,1.6,Manual,5.0,5.0,Euro 4,Unknown,United Kingdom
TOYOTA YARIS,7000,55000,2014,2.0,Petrol,Hatchback,1.3,Manual,5.0,5.0,Euro 5,full,Japan
BMW 3 SERIES,9850,83000,2013,2.8075571177504393,Diesel,Saloon,2.0,Automatic,4.0,5.0,Euro 5,Unknown,Germany
MERCEDES-BENZ E CLASS,8500,111000,2015,3.0,Diesel,Coupe,2.1,Automatic,2.0,4.0,Euro 6,Unknown,Germany
MINI HATCH COOPER,7760,58000,2013,2.8075571177504393,Petrol,Hatchback,1.6,Manual,3.0,4.0,Euro 5,Unknown,United Kingdom
VOLKSWAGEN GOLF,11995,79000,2020,1.0,Petrol,Hatchback,1.5,Manual,5.0,5.0,Euro 6,Unknown,Germany
TOYOTA YARIS,1895,77000,2002,2.8075571177504393,Petrol,Hatchback,1.0,Manual,5.0,5.0,Euro 3,Unknown,Japan
VAUXHALL ZAFIRA,6990,41163,2014,2.8075571177504393,Petrol,MPV,1.8,Manual,5.0,7.0,Euro 4,Unknown,United Kingdom
PEUGEOT 308,9499,30106,2017,2.8075571177504393,Petrol,Hatchback,1.2,Manual,5.0,5.0,Euro 6,Unknown,France
HONDA JAZZ,1995,84641,2006,2.8075571177504393,Petrol,Hatchback,1.4,Manual,5.0,5.0,Euro 4,Unknown,Japan
VOLKSWAGEN TIGUAN,15995,60000,2020,1.0,Petrol,SUV,1.5,Manual,5.0,5.0,Euro 6,Unknown,Germany
RENAULT CLIO,1990,120863,2012,2.8075571177504393,Petrol,Hatchback,1.1,Manual,3.0,5.0,Euro 5,Unknown,France
VAUXHALL ASTRA,3195,28408,2005,2.8075571177504393,Petrol,Hatchback,1.6,Manual,5.0,5.0,Euro 4,Unknown,United Kingdom
VAUXHALL ADAM,4990,67000,2014,2.8075571177504393,Petrol,Hatchback,1.4,Manual,3.0,4.0,Euro 5,Unknown,United Kingdom
FIAT 500,5940,59623,2014,2.0,Petrol,Hatchback,1.2,Manual,3.0,4.0,Euro 6,full,Italy
CITROEN C4 PICASSO,3795,64715,2008,2.8075571177504393,Diesel,MPV,1.6,Automatic,5.0,5.0,Euro 4,Unknown,France
FORD FIESTA,3995,54442,2009,1.0,Diesel,Hatchback,1.4,Manual,5.0,5.0,Euro 4,Unknown,United States
MERCEDES-BENZ S-CLASS,3795,64000,2002,2.8075571177504393,Diesel,Saloon,3.2,Automatic,4.0,4.0,Euro 2,Unknown,Germany
SEAT IBIZA,7149,22000,2014,2.8075571177504393,Petrol,Hatchback,1.4,Manual,3.0,5.0,Euro 5,Unknown,Spain
MERCEDES-BENZ C CLASS,2890,63000,2003,2.8075571177504393,Petrol,Coupe,1.8,Automatic,2.0,4.0,Euro 3,Unknown,Germany
BMW 3 SERIES,5495,177000,2010,4.0,Diesel,Coupe,3.0,Manual,2.0,4.0,Euro 5,full,Germany
HYUNDAI I20,4650,66018,2012,2.0,Petrol,Hatchback,1.2,Manual,5.0,5.0,Euro 5,full,South Korea
LAND ROVER RANGE ROVER EVOQUE,13993,80000,2013,4.0,Diesel,SUV,2.2,Automatic,5.0,5.0,Euro 5,Unknown,United Kingdom
VOLKSWAGEN PASSAT,9750,80000,2016,2.0,Diesel,Saloon,2.0,Manual,4.0,5.0,Euro 6,Unknown,Germany
VOLKSWAGEN POLO,1895,87100,2005,5.0,Petrol,Hatchback,1.2,Manual,3.0,5.0,Euro 4,Unknown,Germany
VAUXHALL ASTRA,2995,61038,2007,2.8075571177504393,Petrol,Hatchback,1.6,Manual,3.0,5.0,Euro 4,Unknown,United Kingdom
VAUXHALL ASTRA,3195,28408,2005,2.8075571177504393,Petrol,Hatchback,1.6,Manual,5.0,5.0,Euro 4,Unknown,United Kingdom
VOLKSWAGEN GOLF,11995,78000,2019,1.0,Petrol,Hatchback,1.5,Manual,5.0,5.0,Euro 6,Unknown,Germany
PEUGEOT 208,14975,10067,2020,1.0,Petrol,Hatchback,1.2,Manual,5.0,5.0,Euro 6,Unknown,France
VAUXHALL ASTRA,6000,68000,2015,2.0,Petrol,Hatchback,1.4,Manual,5.0,5.0,Euro 6,Unknown,United Kingdom
DS AUTOMOBILES DS 9,24770,16864,2021,1.0,Petrol Plug-in Hybrid,Saloon,1.6,Automatic,4.0,5.0,Euro 6,Unknown,France
VOLKSWAGEN POLO,5190,80786,2010,2.0,Petrol,Hatchback,1.4,Manual,5.0,5.0,Euro 5,Unknown,Germany
AUDI A1,10000,41085,2017,2.0,Petrol,Hatchback,1.4,Manual,3.0,4.0,Euro 6,Unknown,Germany
SUZUKI ALTO,2495,77000,2010,2.8075571177504393,Petrol,Hatchback,1.0,Manual,5.0,4.0,Euro 5,Unknown,Japan
VOLKSWAGEN GOLF,4725,106408,2012,2.0,Diesel,Hatchback,1.6,Manual,5.0,5.0,Euro 5,full,Germany
VAUXHALL CORSA,6949,34960,2015,1.0,Petrol,Hatchback,1.2,Manual,5.0,5.0,Euro 6,full,United Kingdom
LEXUS SC 430,4195,121000,2001,1.0,Petrol,Convertible,4.3,Automatic,2.0,4.0,Euro 3,Unknown,Japan
FORD FIESTA,2490,42800,2007,2.8075571177504393,Petrol,Hatchback,1.2,Manual,3.0,5.0,Euro 4,Unknown,United States
FIAT 500C,3995,87986,2010,2.8075571177504393,Petrol,Convertible,1.2,Manual,2.0,4.0,Euro 5,Unknown,Italy
VAUXHALL ASTRA,3195,28408,2005,2.8075571177504393,Petrol,Hatchback,1.6,Manual,5.0,5.0,Euro 4,Unknown,United Kingdom
FIAT 500,7988,35912,2017,2.0,Petrol,Hatchback,1.2,Manual,3.0,4.0,Euro 6,Unknown,Italy
FORD FOCUS,7499,59300,2016,3.0,Petrol,Hatchback,1.0,Manual,5.0,5.0,Euro 6,Unknown,United States
BMW 5 SERIES,3950,100200,2007,4.0,Petrol,Saloon,2.5,Automatic,4.0,5.0,Euro 4,Unknown,Germany
VOLKSWAGEN GOLF,13995,52000,2018,2.8075571177504393,Petrol,Hatchback,1.4,Automatic,5.0,5.0,Euro 6,Unknown,Germany
SKODA OCTAVIA,4995,197790,2013,4.0,Diesel,Estate,2.0,Manual,5.0,5.0,Euro 5,Unknown,Czech Republic
MERCEDES-BENZ CL,10000,90000,2007,3.0,Petrol,Coupe,5.5,Automatic,2.0,4.0,Euro 4,full,Germany
VOLKSWAGEN GOLF,3795,62500,2007,1.0,Petrol,Hatchback,1.6,Manual,5.0,5.0,Euro 4,Unknown,Germany
AUDI A1,7950,89484,2012,5.0,Petrol,Hatchback,1.4,Automatic,5.0,5.0,Euro 5,Unknown,Germany
VOLKSWAGEN POLO,1895,87100,2005,5.0,Petrol,Hatchback,1.2,Manual,3.0,5.0,Euro 4,Unknown,Germany
VAUXHALL ASTRA,3195,28408,2005,2.8075571177504393,Petrol,Hatchback,1.6,Manual,5.0,5.0,Euro 4,Unknown,United Kingdom
VAUXHALL ADAM,4990,67000,2014,2.8075571177504393,Petrol,Hatchback,1.4,Manual,3.0,4.0,Euro 5,Unknown,United Kingdom
MERCEDES-BENZ C CLASS,16880,64806,2016,2.8075571177504393,Diesel,Coupe,2.1,Automatic,2.0,4.0,Euro 6,Unknown,Germany
SUBARU XV,7995,41000,2012,2.8075571177504393,Petrol,SUV,1.6,Manual,5.0,5.0,Euro 5,Unknown,Japan
KIA CEED,14450,18150,2020,2.8075571177504393,Diesel,Hatchback,1.6,Manual,5.0,5.0,Euro 6,Unknown,South Korea
NISSAN QASHQAI,6995,93500,2014,2.8075571177504393,Diesel,SUV,1.5,Manual,5.0,5.0,Euro 5,full,Japan
PEUGEOT 3008,5495,68000,2013,2.0,Diesel,SUV,1.6,Manual,5.0,5.0,Euro 5,full,France
VOLKSWAGEN POLO,8195,74670,2017,2.0,Petrol,Hatchback,1.2,Manual,5.0,5.0,Euro 6,full,Germany
VOLKSWAGEN GOLF,6319,121709,2014,3.0,Diesel,Hatchback,1.6,Manual,5.0,5.0,Euro 5,Unknown,Germany
PEUGEOT 2008,5999,52180,2018,1.0,Petrol,SUV,1.2,Manual,5.0,5.0,Euro 6,Unknown,France
HONDA CIVIC,12790,50000,2018,2.8075571177504393,Diesel,Hatchback,1.6,Manual,5.0,5.0,Euro 6,full,Japan
VOLKSWAGEN POLO,1895,87100,2005,5.0,Petrol,Hatchback,1.2,Manual,3.0,5.0,Euro 4,Unknown,Germany
FIAT 500C,3995,87986,2010,2.8075571177504393,Petrol,Convertible,1.2,Manual,2.0,4.0,Euro 5,Unknown,Italy
VAUXHALL ASTRA,3195,28408,2005,2.8075571177504393,Petrol,Hatchback,1.6,Manual,5.0,5.0,Euro 4,Unknown,United Kingdom
KIA PICANTO,3750,71700,2012,2.8075571177504393,Petrol,Hatchback,1.0,Manual,5.0,5.0,Euro 5,full,South Korea
MINI HATCH COOPER,7489,60000,2012,2.0,Diesel,Hatchback,2.0,Automatic,3.0,4.0,Euro 5,Unknown,United Kingdom
VAUXHALL ASTRA,1600,94835,2002,3.0,Petrol,Hatchback,1.6,Automatic,5.0,5.0,Euro 4,Unknown,United Kingdom
